gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_0-12,TenureGroup_13-24,TenureGroup_25-36,TenureGroup_37-48,TenureGroup_49-60,TenureGroup_61-72
1,0,1,0,0.34368858559958976,1,1,0,0,0,0,1,1,1,1.2160346932709933,0.7939671518970232,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.2485358674205158,1,0,0,0,1,0,0,0,1,0.6745111194532083,-0.9366161813600327,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-1.041648797332788,1,0,0,0,0,0,1,0,1,0.5320777109992714,-0.7579552691187224,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.49883977298494714,1,1,0,0,0,0,0,0,0,-1.3546849057692878,-0.773105013678044,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0.020446486675652797,1,1,0,0,0,0,0,0,1,0.39991460631347664,0.07278086077255115,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-1.2453957889105598,1,0,0,0,0,0,1,0,1,0.5154839139818823,-0.9480308828737996,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.1764852848904668,0,0,0,0,0,0,0,1,1,-1.0064223212701373,-0.9594132879037841,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0,0,-1.1442259967811468,1,1,0,0,0,0,0,0,1,0.3200423007820115,-0.8674536050951221,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.9960256893132716,1,1,0,1,0,0,1,1,1,1.1494318040991907,-0.6551837552266244,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1.2055767117660916,1,0,0,1,1,0,1,0,1,1.1695245449858516,1.7453939326615409,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,-1.2046463905950056,1,1,0,0,0,0,0,0,0,0.32958556776517395,-0.9098435302843572,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,-0.9793900299860856,1,0,0,0,1,0,0,0,1,0.4927586966201934,-0.7214784043789547,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-0.6584743237496281,-0.9917729961002824,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-0.9283904067203262,1,1,0,0,0,0,1,1,1,1.0092277679896482,-0.6235286095810442,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,-0.9274058456510563,1,0,0,0,0,0,0,0,1,0.4786742584540041,-0.6844215518645278,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,-0.554992895420023,1,1,0,0,0,0,1,0,1,0.6700128405875866,-0.2907243759273251,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,1.0370418821757093,1,0,1,1,1,0,0,0,0,-0.15542560289581478,0.5554059823353295,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0.5475777369738324,1,1,0,0,1,0,1,0,1,1.1951325259673236,1.0411093130640432,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-0.4886688348233972,1,1,1,0,0,0,1,1,1,1.1714670838801842,-0.14620585826078547,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.13441461856615017,1,1,0,1,1,0,1,1,1,1.3204318755763194,0.31391978703006934,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.45633166743330794,1,1,0,0,0,0,1,1,1,1.1156487090658622,-0.0840531493971671,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-1.2453957889105598,1,0,0,0,0,0,0,0,0,0.1598170220136862,-0.9476470836486103,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,0,-0.08295175207581351,0,0,1,0,0,0,0,0,0,-1.0014486653734667,-0.5522471847754181,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0.8634824661106254,0,0,1,0,1,0,0,1,0,-0.4600278058368958,0.19814704898711605,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1.3625657032849199,1,1,0,0,1,0,1,1,1,1.3342502572435158,2.1126442251159685,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,-0.8090848942847195,1,0,0,0,0,0,0,0,1,-1.5088900210704592,-0.9068649761242786,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,1.3918532213657218,1,1,1,0,1,1,1,1,1,1.480455362524569,2.1752004540471463,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.4873058541609834,1,1,1,1,1,1,1,1,0,1.3754817774749117,2.1576989638744903,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,0,-0.7294967405711285,1,0,0,0,1,0,1,1,1,1.1910559348652512,-0.36929557576142075,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0.2735595944887065,1,1,0,0,1,0,1,1,0,1.2552421845336275,0.747825199654041,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1.2675797758302456,1,1,0,1,1,0,1,1,1,1.2988508312329883,1.946555663538648,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0.1714977072896105,-0.9807915040037585,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0.21682421366342639,-0.980191781780729,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0.9276387433096112,1,0,0,1,0,0,0,1,1,0.9273619761155943,1.1824266108866073,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0.36232520130374857,1,1,0,1,0,0,0,1,1,1.1610943216370306,0.8039950721524892,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-1.0750312071831496,1,1,0,0,1,0,0,0,0,-0.3640528605950371,-0.8616810975697176,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.24962652507048,1,0,0,0,0,0,0,0,1,-0.4552152195088772,-0.9697058590340228,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,1,1,-1.1328167342405941,1,0,0,0,0,0,0,0,0,-1.3104470677921674,-0.9552957052153853,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0.3649631192139679,1,1,0,0,1,0,1,1,1,1.1490563117885635,0.8546488552097559,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.4925569227148334,-1.0028088757755476,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,1,0,1,0.47932979072580045,-0.9767185286926771,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.1853230544536468,0,0,0,0,0,0,1,1,1,-0.4922011773940321,-0.9329498920830324,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.230228747304745,1,1,0,0,0,0,0,0,0,-0.3146138770303992,-0.954112788391047,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-0.6834849452908567,1,1,0,0,0,0,0,1,1,0.6868946690059716,-0.40406526326718273,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1.163858678000746,1,1,0,1,1,0,1,1,1,1.3196646377072587,1.8347617514596117,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,1.5438559710594433,1,1,0,1,1,0,1,1,1,1.3734177338188298,2.2835286758324074,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,1,0,-1.05520205283271,1,1,0,0,0,0,0,0,1,0.34635230361016395,-0.7963884307634916,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.0580711132774165,1,1,0,0,0,0,0,1,1,0.7219899100917423,-0.7551056431988978,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.2564820984566916,1,0,0,0,0,0,0,0,1,-0.6638455958071325,-0.9753842136908306,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-0.2879291344072841,1,0,0,0,0,0,1,1,1,0.889244484047217,0.007337669308007066,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,0,-0.068809829504446,1,1,0,0,0,0,1,0,1,0.8483485216646308,0.18712899500762978,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,0.1577579346723898,-0.9809732971229979,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.28904921109506754,1,1,0,0,0,0,0,0,1,0.6164194563666564,-0.09942996796775375,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,-1.1593185050553318,1,0,0,0,0,0,0,0,1,-0.6516161723586075,-0.931204923078802,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.33302593533104247,0,0,0,1,1,0,1,1,1,-0.3027578540520783,-0.4216047414879059,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,-0.7619186065362771,1,0,0,0,1,0,0,0,0,0.33908770342719485,-0.565827984208606,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,-0.9500186850511063,1,0,0,1,1,1,1,0,1,0.972113517479294,-0.6154673051652308,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,1,1,0,1.4720222418707634,1,1,0,1,0,0,1,1,1,1.2005613278287863,2.037247620418758,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,-0.1859114327061462,1,1,0,1,0,0,0,1,1,0.8353191005932281,0.14291174742819224,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,0.5770871445871536,1,1,0,0,1,0,1,1,1,1.171000835050532,1.1152904863215203,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,-0.6535745797486833,-0.9917081668072348,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-1.041648797332788,1,1,0,0,0,0,0,0,1,0.3190194334170751,-0.7775070353956468,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0.24291124874539535,1,0,1,1,0,0,0,0,1,0.5869490485190337,0.409524716663327,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,-1.22477486551277,1,0,0,0,0,0,0,0,0,-0.3997572500307656,-0.9539318494242052,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-0.5755764341777776,1,0,0,1,1,0,0,0,1,0.44916500743442883,-0.37856711901038737,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-1.2555646464063603,1,0,0,0,0,0,0,0,1,0.19059732193207815,-0.9538403375977871,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0,0,-0.9304823900979464,1,1,0,0,0,0,0,1,0,0.6672554645107929,-0.6446567926077116,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,-1.1948420145548606,1,0,0,0,0,0,0,0,0,-0.6352021580098471,-0.9414079095089908,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-1.231165303290939,1,0,0,0,0,0,0,0,1,-0.6543326317884421,-0.96174389212618,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-1.2861451872261143,0,0,0,0,0,0,0,0,0,-0.8266292926681016,-0.9939978812688309,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-1.2453957889105598,1,0,0,0,0,0,0,0,1,-0.5363947687986292,-0.9717793260328114,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,-1.0783464646116212,1,0,0,0,0,0,0,0,1,-0.6506553913694777,-0.8954657455719575,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,0,-1.1680061942275162,1,1,0,0,0,0,0,0,0,0.3289589050286349,-0.8794313105196259,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,1,0,0.4968142406947019,-0.9764871891511443,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.4597193684717681,1,1,0,0,0,0,1,1,1,0.9855759659591862,-0.12636350745142103,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0.5713046400155826,1,1,0,1,1,0,0,0,1,0.6162429937797101,0.7624956518653243,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,0,-0.2457144068837829,1,0,0,0,0,0,0,1,0,0.6679875698868404,-0.030557521680915658,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.8546537042111652,1,1,0,0,1,0,0,1,1,1.1273565606766829,-0.4913833830650199,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0.4128882068195572,1,1,0,1,1,0,0,0,1,0.8842415898155036,0.7136763675984845,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,-1.1760742743333252,1,0,0,0,0,0,0,0,1,-0.6520064040793134,-0.937945504219623,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,0.1612653526808449,-0.9809268899168528,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.7023049484844556,1,1,0,0,0,0,1,0,1,0.7548998583367654,-0.46380513815575314,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,-0.9283505310709145,1,1,0,0,1,0,1,1,0,1.1159811278811316,-0.5660367527753465,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,-1.498949573762375,-1.0028934579594393,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.275847400589276,1,0,0,0,0,0,0,0,1,0.2148595324806163,-0.9729528912788901,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-0.9750563406687456,1,1,0,0,0,0,1,1,1,0.9903687333514937,-0.6369515019028731,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.627536567403382,1,0,0,0,0,0,0,0,0,-1.4883241798542586,-0.851522725767993,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.1957008126258732,1,0,0,0,0,0,0,1,1,0.4868799905545512,-0.8992002937707345,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,0,-0.4711572209150268,1,0,0,1,1,1,1,1,1,1.4594974784815973,-0.017775516059648624,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,0,0.1846438136787804,1,1,0,0,0,0,1,0,1,0.9085862640589233,0.5154433033077864,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-0.8901690342272895,1,0,0,0,1,0,1,1,1,1.0241804081363965,-0.5900803989372585,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,1,0,-0.022913839443928746,1,1,0,0,0,0,0,1,0,0.6708616240712985,0.15499473363438673,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.6502995328626344,1,1,0,0,0,0,0,0,1,-0.3483188280624803,-0.6220659581578616,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.5969902337942685,1,1,0,1,0,0,0,0,1,0.46627365106042995,-0.41751679385702634,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-1.2017069316626283,1,0,0,1,0,1,0,0,1,-0.23521432617822835,-0.9265600301285662,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0.05516265926650857,1,0,0,0,0,0,0,0,1,0.3027922501883411,0.09635417157076318,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,-0.5438111754197174,1,1,0,0,0,0,1,0,1,0.7129567058421215,-0.26571680934141445,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0.08311505633832819,1,1,0,0,0,0,0,1,1,0.6589412028868278,0.2661867106879849,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,1,0,0,-0.715653610808353,1,1,0,0,0,0,0,0,0,0.3710168442369075,-0.5041498304870417,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-0.5564261122531843,0,0,0,1,1,0,0,0,1,-0.9425397322384115,-0.7053771487559048,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,0,-1.077239947334793,1,0,0,0,1,0,1,1,1,1.0085449057612181,-0.739280660248833,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,0.14496128540202863,-0.9811426116270644,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0,0,-1.1760716038014094,1,1,0,0,0,0,1,1,1,0.9710189096256475,-0.8417363641495075,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.2275158815384961,1,0,0,0,1,0,1,1,1,1.066273713507941,-0.9062378160527803,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,-0.5561104575023056,1,0,0,0,0,0,0,0,1,0.1612757659964749,-0.39803111581856354,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7025632692386745,1,0,0,1,0,0,0,0,1,-0.12060979998875163,0.33639421892450644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,-0.022913839443928746,1,1,0,0,0,0,0,0,0,0.37717546979911165,0.022653542967430912,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,0,-1.1344427443298286,1,1,0,0,1,0,0,0,1,0.5400555722715495,-0.8570607643791581,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,1,1,1,0.853424429937342,-0.9717688229553529,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.1501514369360848,1,0,0,0,1,0,0,1,1,0.6886748304729944,-0.8448974874718649,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0.004501290980954253,0,0,0,0,1,0,1,1,1,-0.4376963330525034,-0.298855205208454,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1.2487260475768718,0,0,0,0,0,0,0,0,1,-1.326278155288691,-0.9879771012515144,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0.9703807200964881,1,1,0,1,0,0,0,0,1,0.6479328890401056,1.0411924591675743,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,-1.1836480743457838,1,1,0,0,0,0,0,0,1,0.3575864706939562,-0.894716024624345,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,1,0,0.4592029366929827,-0.976984830303121,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0,0,-0.43925889394810513,1,1,0,0,0,0,1,1,1,1.0507155886038175,-0.10408391416117793,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0.8409814336245793,1,1,0,1,1,0,1,0,1,1.283979932856886,1.4682010506846541,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,-0.7432038450005524,1,1,0,0,0,0,1,1,1,0.9751238464122861,-0.42851489774864876,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-1.2861451872261143,1,1,0,0,0,0,0,0,1,0.41661128659955,-0.9775483672072423,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0.7824859309827716,1,1,0,0,0,0,1,0,0,0.6649290390540608,0.9010573602281977,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.7564030091239073,1,1,0,0,0,0,0,0,1,0.409477354857848,-0.5282379473893456,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0.16142218852608917,-0.9809248147968119,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1.1003061722201,0,0,0,1,0,0,1,1,1,-0.4640946917203454,0.31414329895547044,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0.7146511335539837,1,0,0,1,0,0,1,1,0,1.1112025667975258,1.1464765822041367,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,-1.2782562511122846,1,0,0,0,0,0,0,0,1,0.37076334238664344,-0.9713781311090246,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,-0.6782261134191833,1,0,0,1,0,0,0,0,1,0.34352415094871086,-0.5073757029240606,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.7564030091239073,0,0,0,0,0,0,1,1,0,-0.4808988623033724,-0.699411748950633,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,1,0,0,-1.161101216684918,1,1,0,0,0,0,0,0,1,0.4039743504867204,-0.8764894710953554,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.9604278672090515,1,0,0,0,0,1,1,1,1,1.1325187496273406,-0.6237068894706387,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0,0,-1.213779858669898,1,1,0,1,0,0,0,1,0,0.8163920468837939,-0.9018803563084112,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0.39800351331384515,1,1,0,1,1,0,0,0,1,0.9476362141812041,0.7214461596491859,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1.0208272354073284,1,0,0,1,1,1,1,1,1,1.318243067115998,1.639725418891881,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.8775507248924268,1,0,1,0,0,1,1,1,1,1.1620002816651263,-0.5482391453690286,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.2226512034209367,1,0,1,1,0,1,0,0,1,-0.1591565376583957,-0.936831759517938,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,-0.689612699941782,1,1,0,0,0,0,0,1,1,0.6689850377054959,-0.4448279115259598,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.5012507518729865,-1.00292390521343,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,-0.6252469784280565,-0.9913333598036466,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0,0,-0.7813308535141819,1,0,0,0,0,0,1,1,1,0.9955844673088854,-0.43210796665208606,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,0,0.19056395406767476,1,1,0,0,0,0,1,1,1,1.0717833717663767,0.5780225543231268,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0.3701663467121275,0,0,0,1,0,0,1,1,0,-0.3101214527949488,-0.028439422511044855,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,-1.2052580530757744,1,0,0,0,0,0,0,0,0,-0.6768789488716985,-0.9525170085862658,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-1.2861451872261143,1,1,0,0,0,0,0,0,1,0.33495342772573045,-0.9786287953401264,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.2453957889105598,1,0,0,0,0,0,0,0,1,-0.5337882502849932,-0.9717156882650074,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,-0.7891812638556317,1,1,0,0,0,0,1,1,1,1.0005462080637275,-0.437834962750222,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,-1.0328301491749807,1,0,0,1,0,0,1,1,1,1.1629941106896158,-0.6925008238289726,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.2861451872261143,0,0,0,0,0,0,1,0,0,-0.9584287729296903,-0.9957417411781899,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.5495018675855291,1,1,0,0,0,0,1,0,1,0.6718807812075829,-0.2859517480051307,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,-1.2251102287342055,1,0,0,1,0,0,0,0,1,-0.4264760050808109,-0.9579810311015855,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-1.2732512177920703,1,0,0,0,0,0,0,0,0,-0.3589517644085905,-0.9810700580892281,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-0.7132363821049862,1,1,1,0,0,0,0,1,1,1.1149265792435579,-0.3495092461808418,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,1,1,0,0.44707710953050817,1,1,0,1,1,0,1,0,1,1.2486403025816075,0.9383188840250416,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0,-0.4751465854804764,1,1,0,1,0,0,1,0,1,0.935534376417976,-0.12011489573210388,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,1,1,0,-1.2587141410343128,1,1,0,0,0,0,0,0,0,0.2944541968041424,-0.9561132701003778,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,0,-1.1173573740451082,0,0,0,0,0,0,0,0,0,-1.3312813557757344,-0.9650139451765776,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0.9799818019484091,1,0,0,0,0,0,0,0,0,-1.369503315765652,-0.44634332790611236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-1.2667211565024465,1,0,0,0,0,0,1,1,0,0.8085225731764115,-0.9522518774448159,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0.48907424184631576,1,1,0,0,1,0,1,1,1,1.1710013386294233,0.9830660050463952,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,0.17383739773345253,-0.9807605471869544,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
